,,noxc,noxc,noxc,noxc,noxc,noxc,SCF,SCF,SCF,SCF,SCF,SCF,corr,corr,corr,corr,corr,corr,HF,HF,HF,HF,HF,HF,LDA_X,LDA_X,LDA_X,LDA_X,LDA_X,LDA_X,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_SS,MP2_SS,MP2_SS,MP2_SS,MP2_SS,MP2_SS
HH118,N2H4,5.6690831,6.92470142,6.66958494,-0.19681146,0.0,0.0,3.21577788,3.88911345,3.28611101,0.06389841,0.0,0.0,2.45330522,3.03558797,3.38347393,-0.26070987,0.0,0.0,-2.83256756,-3.51592487,-3.95578463,0.30101986000000003,-0.0,-0.0,-2.14054566,-2.65923938,-2.9250588,0.22486440000000002,-0.0,-0.0,-2.19809786,-2.70825008,-3.01580655,0.231924395,-0.0,-0.0,-0.18732968,-0.23761549,-0.26130969,0.019480435,-0.0,0.0,-0.21504235,-0.27346021,-0.3009328,0.022602585,-0.0,0.0,-0.11359067,-0.14541943,-0.1602141,0.01386467,-0.0,0.0,0.51149072,0.49840528,0.77912226,-0.04918506,0.0,0.0,0.25372607,0.36483871,0.37414193,-0.017495860000000002,0.0,0.0
HH118,NH,2.87156115,2.87156115,3.35808569,0.0,0.0,-1.68e-06,1.39926243,1.39926243,1.78415612,0.0,0.0,-6.8e-07,1.47229872,1.47229872,1.57392957,0.0,0.0,-1e-06,-1.67595032,-1.67595032,-1.80950429,-0.0,-0.0,7.6e-07,-1.29718137,-1.29718137,-1.36987209,-0.0,-0.0,8.5e-07,-1.33468788,-1.33468788,-1.41930467,-0.0,-0.0,8.5e-07,-0.10120242,-0.10120242,-0.11756534,-0.0,-0.0,1.9e-07,-0.11135855,-0.11135855,-0.13503765,-0.0,-0.0,2.3e-07,-0.06320985,-0.06320985,-0.06776416,-0.0,-0.0,1.5e-07,0.13951961,0.13951961,0.21386358,0.0,0.0,1.5e-07,0.124347,0.124347,0.09625014,0.0,0.0,4.9e-07
HH118,NH2,3.37062922,3.33767973,4.23963156,0.0,0.0,-5.14e-06,1.63584075,1.93352599,2.02409307,-0.0,0.0,-1.55e-06,1.73478847,1.40415374,2.21553849,0.0,0.0,-3.59e-06,-1.97952035,-1.61134788,-2.57871295,-0.0,-0.0,3.6e-06,-1.51151272,-1.23363046,-1.90913279,-0.0,-0.0,3.1e-06,-1.57675466,-1.26590271,-1.98110217,-0.0,-0.0,3.11e-06,-0.11859947,-0.10290301,-0.17220461,0.0,-0.0,4.7e-07,-0.13314105,-0.11787917,-0.19828397,-0.0,-0.0,5.5e-07,-0.07082351,-0.06093158,-0.10244338,-0.0,-0.0,3.4e-07,0.26292258,0.22176749,0.43361996,-0.0,0.0,1.1e-07,0.15313241,0.10570324,0.18296492,-0.0,0.0,5.2e-07
HH118,NH2Cl,6.47775231,6.65407875,8.13552671,-0.246686125,0.18632186,-0.13130826499999998,3.56080411,3.55876116,5.14869552,0.00289431,-0.08194853,0.05773632,2.9169482,3.09531758,2.98683118,-0.24958043,0.26827038999999997,-0.189044575,-3.26925874,-3.4841647,-3.21652268,0.300674995,-0.304205905,0.21437747000000001,-2.58683562,-2.73706056,-2.71173694,0.21016636,-0.23240352,0.16377761000000002,-2.64201812,-2.80027626,-2.72059249,0.22140266,-0.24220149000000002,0.170682165,-0.21335483,-0.22687145,-0.22955831,0.0189126,-0.019610405,0.01381964,-0.24403516,-0.25964981,-0.26304452,0.02184863,-0.02268505,0.01598637,-0.13269122,-0.14068876,-0.14540697,0.01119117,-0.012518595,0.00882199,0.41134831,0.47180765,0.19819759,-0.08461715,0.061141385,-0.04308477,0.19758975,0.22541556,0.18088757,-0.038942645,0.020170004999999998,-0.01421358
HH118,NH2F,4.13331971,4.30076117,3.96106631,0.039119465,0.03016553,0.328199085,2.17246864,2.47311348,2.13744683,-0.1979887,-0.15273162,0.06670648,1.96085107,1.82764768,1.82361948,0.237108165,0.182897155,0.261492595,-2.30855262,-2.03504543,-2.14385844,-0.300944055,-0.23213523,-0.313823285,-1.71651027,-1.6488616,-1.59983773,-0.18718615,-0.144381635,-0.222318875,-1.75688187,-1.65957119,-1.6353022,-0.21022708,-0.16215634499999998,-0.231664025,-0.13700113,-0.12979256,-0.12627445,-0.016022255,-0.01235886,-0.02043906,-0.15628164,-0.14800871,-0.14388511,-0.01850164,-0.01427137,-0.02362075,-0.08292464,-0.08111782,-0.07666602,-0.00872672,-0.006730595,-0.01192443,0.45735287,0.27122615,0.41799883,0.09108821,0.07026583,0.0749847,0.2274666,0.1585783,0.20848953,0.027317175,0.021073815000000003,0.036159685
HH118,NH2OH,5.36786422,5.6631439,4.81492083,-0.047165735,-0.0,0.0,2.74553215,3.34142122,2.55789791,0.25715954,-0.0,0.0,2.62233208,2.32172269,2.25702292,-0.30432527,-0.0,0.0,-3.08497847,-2.58896327,-2.64505919,0.333856185,0.0,-0.0,-2.27936439,-2.08751989,-1.97087861,0.259571875,0.0,-0.0,-2.33838289,-2.09241823,-2.02132381,0.28002005500000005,0.0,-0.0,-0.19424332,-0.17821362,-0.16208375,0.02142591,0.0,-0.0,-0.22269411,-0.20433493,-0.18530653,0.024852475,0.0,-0.0,-0.11977019,-0.11304539,-0.09846989,0.01289531,0.0,-0.0,0.65983356,0.30968476,0.55060286,-0.04701392,-0.0,0.0,0.31336323,0.24549741,0.27955293,-0.010125785,-0.0,0.0
HH118,NH3,3.65849724,3.65841087,5.60678441,-0.0,-0.000192795,0.0,2.07528747,2.07522457,2.37696012,-0.0,-5.687e-05,0.0,1.58320977,1.58318631,3.22982429,-0.0,-0.00013593,0.0,-1.81480201,-1.81478536,-3.77839681,0.0,0.00018517000000000002,-0.0,-1.38121849,-1.38119573,-2.77970836,0.0,0.000132345,-0.0,-1.42226918,-1.42224927,-2.86802248,0.0,0.00013398000000000001,-0.0,-0.12216521,-0.12216271,-0.2583922,-0.0,1.346e-05,-0.0,-0.14037385,-0.14037089,-0.29874739,0.0,1.563e-05,0.0,-0.07290458,-0.0729005,-0.16061725,0.0,9.22e-06,-0.0,0.28650099,0.2865199,0.7804522,-0.0,-2.5395e-05,0.0,0.14355733,0.14356467,0.31287509,-0.0,-1.46e-05,0.0
HH118,NH3O,6.04530833,6.04566447,8.49966488,-0.0,-0.0,3.969e-05,2.8333382,2.83339807,4.03013546,-0.0,-0.0,-5.31e-06,3.21197013,3.2122664,4.46952943,-0.0,-0.0,4.5e-05,-3.91299718,-3.91345032,-5.82124632,0.0,0.0,-0.00024550500000000003,-2.77308079,-2.77335037,-3.77260418,0.0,0.0,-1.0095e-05,-2.81714842,-2.81742045,-3.83471594,0.0,0.0,1.0415000000000001e-05,-0.24221507,-0.24224604,-0.33054718,0.0,0.0,-2.25e-06,-0.27927635,-0.27931323,-0.38205471,-0.0,0.0,-5.19e-06,-0.15560769,-0.15562308,-0.20968156,0.0,0.0,-1.601e-05,1.01739345,1.01753631,1.84538834,-0.0,-0.0,7.898e-05,0.51316784,0.5132434,1.06213311,-0.0,-0.0,8.79e-05
HH118,NOCl,8.24318462,10.80448544,6.44517954,1.942878575,-0.0,0.0,4.86382829,6.9147668,3.43943732,1.750918,0.0,0.0,3.37935633,3.88971863,3.00574222,0.19196057,-0.0,-0.0,-3.66908785,-4.12548165,-3.19015183,-0.209455685,0.0,0.0,-3.05002226,-3.54129045,-2.71871364,-0.186390985,0.0,-0.0,-3.09308898,-3.5798324,-2.76844505,-0.17600131,0.0,-0.0,-0.24073507,-0.27872792,-0.21602048,-0.01161115,0.0,-0.0,-0.2748129,-0.31830003,-0.24655318,-0.01304687,0.0,-0.0,-0.150984,-0.17699123,-0.1359069,-0.00735057,0.0,-0.0,0.67633393,0.98288765,0.27655407,0.41458673999999995,-0.0,-0.0,0.3782552,0.71641949,0.12027601,0.28648064,-0.0,-0.0
HH118,NP,6.32652964,6.32652964,8.85700948,-0.0,-0.0,0.0,3.62579815,3.62579815,5.4898594,-0.0,-0.0,-0.0,2.70073149,2.70073149,3.36715008,-0.0,0.0,0.0,-2.78205448,-2.78205448,-3.61944759,0.0,-0.0,-0.0,-2.45787711,-2.45787711,-3.04071188,0.0,0.0,-0.0,-2.47657492,-2.47657492,-3.05460421,0.0,0.0,-0.0,-0.21483168,-0.21483168,-0.26123165,-0.0,0.0,-0.0,-0.24726214,-0.24726214,-0.30035242,0.0,0.0,-0.0,-0.14515789,-0.14515789,-0.17729817,0.0,0.0,-0.0,0.09900574,0.09900574,0.52004323,-0.0,0.0,0.0,0.08602976,0.08602976,0.31215181,-0.0,0.0,0.0
HH118,Na,36.05781652,36.05781626,36.05781626,-0.0,0.0,0.0,21.32323264,21.32323259,21.32323259,-0.0,-0.0,0.0,14.73458388,14.73458367,14.73458367,-0.0,0.0,0.0,-9.24689586,-9.24689565,-9.24689565,0.0,-0.0,-0.0,-13.05622368,-13.0562235,-13.0562235,0.0,-0.0,-0.0,-12.36813733,-12.36813714,-12.36813714,0.0,-0.0,-0.0,-2.21009859,-2.21009858,-2.21009858,0.0,0.0,-0.0,-2.59059431,-2.59059428,-2.59059428,0.0,-0.0,-0.0,-3.01689776,-3.01689775,-3.01689775,0.0,0.0,-0.0,-2.07347367,-2.07347367,-2.07347367,0.0,0.0,-0.0,-1.59967594,-1.59967593,-1.59967593,0.0,0.0,0.0
HH118,Na2,48.73825181,48.73825181,74.9938794,-0.0,0.0,0.0,27.6122632,27.6122632,47.84110201,-0.0,0.0,-0.0,21.12598861,21.12598861,27.15277739,-0.0,0.0,0.0,-14.94328953,-14.94328953,-21.58145144,0.0,-0.0,-0.0,-18.42478872,-18.42478872,-23.14950446,0.0,-0.0,-0.0,-18.03686471,-18.03686471,-22.29406558,0.0,-0.0,-0.0,-2.95229467,-2.95229467,-3.6793568,0.0,-0.0,-0.0,-3.6478672,-3.6478672,-4.52792582,0.0,-0.0,-0.0,-3.68376096,-3.68376096,-5.02775856,0.0,-0.0,-0.0,-4.21214607,-4.21214607,3.604625,0.0,-0.0,0.0,-1.62218915,-1.62218915,-1.63052168,0.0,-0.0,-0.0
HH118,NaCN,10.0818771,10.70313264,7.89341295,1.02272618,0.0,0.0,4.73106321,4.50725652,3.61303204,0.03692343,0.0,0.0,5.35081389,6.19587612,4.28038091,0.98580275,0.0,-0.0,-6.38693704,-7.70313365,-4.86736715,-1.55872937,-0.0,-0.0,-4.67221347,-5.36444802,-3.74089323,-0.82047706,-0.0,-0.0,-4.69713664,-5.41685463,-3.79679051,-0.832604495,-0.0,-0.0,-0.44649602,-0.51906308,-0.35523486,-0.083556595,-0.0,-0.0,-0.519032,-0.60404119,-0.41225617,-0.097918485,-0.0,-0.0,-0.27050359,-0.26075568,-0.24152526,0.011913225,-0.0,-0.0,1.30210786,1.79920844,0.84518165,0.532798625,0.0,-0.0,0.55905535,0.77217009,0.3795492,0.269741095,-0.0,-0.0
HH118,NaCl,10.60580791,10.60580791,15.60817779,-0.0,0.0,0.0,4.5605396,4.5605396,5.97249346,-0.0,-0.0,-0.0,6.04526832,6.04526832,9.63568433,-0.0,0.0,0.0,-6.97873699,-6.97873699,-12.46855125,0.0,-0.0,-0.0,-5.27122448,-5.27122448,-8.362109,0.0,-0.0,-0.0,-5.31234146,-5.31234146,-8.30792444,0.0,-0.0,-0.0,-0.50816015,-0.50816015,-0.83164182,0.0,-0.0,-0.0,-0.59158128,-0.59158128,-0.97119775,0.0,-0.0,-0.0,-0.35867517,-0.35867517,-0.37874229,0.0,-0.0,-0.0,1.18052026,1.18052026,2.84170093,-0.0,0.0,0.0,0.38956629,0.38956629,1.00891568,-0.0,0.0,0.0
HH118,NaH,14.09530585,14.09530585,21.51082384,-0.0,0.0,-0.0,5.5747008,5.5747008,8.45733236,0.0,0.0,-0.0,8.52060505,8.52060505,13.05349148,-0.0,0.0,0.0,-9.43119679,-9.43119679,-16.34234706,0.0,-0.0,0.0,-6.96539714,-6.96539714,-10.59856057,0.0,-0.0,0.0,-7.44942532,-7.44942532,-11.10729056,0.0,-0.0,0.0,-0.84691504,-0.84691504,-1.28269202,0.0,-0.0,0.0,-1.00693773,-1.00693773,-1.52206382,0.0,-0.0,0.0,-0.64416286,-0.64416286,-0.80323248,0.0,-0.0,0.0,2.47859075,2.47859075,7.68860188,0.0,0.0,0.0,-0.0727618,-0.0727618,0.1815563,0.0,0.0,0.0
HH118,NaLi,45.74552955,45.74552955,69.56054783,0.0,-0.0,0.0,26.16228401,26.16228401,43.14495342,0.0,-0.0,-0.0,19.58324555,19.58324555,26.41559441,0.0,-0.0,0.0,-15.69295313,-15.69295313,-24.5566984,-0.0,0.0,-0.0,-16.82427215,-16.82427215,-22.02023731,-0.0,0.0,-0.0,-16.95133049,-16.95133049,-21.75971493,-0.0,0.0,-0.0,-2.53355039,-2.53355039,-3.25213654,-0.0,0.0,-0.0,-3.1282036,-3.1282036,-3.98935931,-0.0,0.0,-0.0,-2.83881117,-2.83881117,-4.09584909,-0.0,0.0,0.0,-3.23900267,-3.23900267,8.21706278,-0.0,-0.0,-0.0,-0.80929176,-0.80929176,-0.74311886,0.0,0.0,0.0
HH118,Ne,0.88739394,0.88739394,0.88739394,0.0,-0.0,0.0,0.42609252,0.42609252,0.42609252,0.0,-0.0,0.0,0.46130142,0.46130142,0.46130142,0.0,-0.0,0.0,-0.55549787,-0.55549787,-0.55549787,-0.0,0.0,-0.0,-0.41319811,-0.41319811,-0.41319811,-0.0,0.0,-0.0,-0.417358,-0.417358,-0.417358,-0.0,0.0,-0.0,-0.02481216,-0.02481216,-0.02481216,-0.0,0.0,-0.0,-0.02777421,-0.02777421,-0.02777421,-0.0,0.0,-0.0,-0.01403751,-0.01403751,-0.01403751,-0.0,0.0,-0.0,0.09152246,0.09152246,0.09152246,0.0,-0.0,0.0,0.04155821,0.04155821,0.04155821,0.0,-0.0,0.0
HH118,O2,2.3993237,2.3993237,3.51565232,0.0,0.0,0.0,1.24017036,1.24017036,2.31306999,0.0,-0.0,0.0,1.15915334,1.15915334,1.20258232,0.0,0.0,0.0,-1.29569724,-1.29569724,-1.07699193,-0.0,-0.0,-0.0,-1.04423331,-1.04423331,-1.11348679,-0.0,-0.0,-0.0,-1.05917592,-1.05917592,-1.10097081,-0.0,-0.0,-0.0,-0.07602642,-0.07602642,-0.12689349,-0.0,0.0,-0.0,-0.08594692,-0.08594692,-0.14490336,-0.0,0.0,-0.0,-0.04634604,-0.04634604,-0.09614964,-0.0,0.0,-0.0,0.2195423,0.2195423,-0.0970871,0.0,0.0,0.0,0.04758664,0.04758664,-0.31257005,0.0,0.0,0.0
HH118,O3,3.38854668,7.87388213,4.24920463,3e-08,-4.08e-06,-3.4999999999999996e-08,1.76618819,4.51424163,2.15983919,0.0,4.949999999999999e-07,-1e-08,1.62235848,3.35964049,2.08936544,2.5e-08,-4.575e-06,-2.5e-08,-1.84513723,-4.35531406,-2.41130751,-6e-08,8.895e-06,3.0000000000000004e-08,-1.45374656,-2.97588857,-1.85752564,-2e-08,2.8599999999999997e-06,3e-08,-1.4874163,-3.04535276,-1.89316678,-2e-08,3.285e-06,3e-08,-0.09786146,-0.09700127,-0.13428126,0.0,-2.75e-07,5e-09,-0.11047516,-0.10528606,-0.15213664,0.0,-3.3e-07,5e-09,-0.05568382,-0.04673151,-0.08212371,0.0,-2.8e-07,0.0,0.39724041,2.28079462,0.71906063,7e-08,-8.85e-06,-1.4999999999999995e-08,0.18406101,0.77781491,0.31224385,2e-08,-3.895e-06,-4.9999999999999985e-09
HH118,OCl2,8.39537115,12.54039946,8.26751301,0.0,-0.0,-0.0,4.38075278,8.13795188,4.75642635,0.0,-0.0,-0.0,4.01461837,4.40244758,3.51108666,-0.0,-0.0,-0.0,-4.4714046,-5.47830417,-3.85941004,-0.0,0.0,0.0,-3.58261492,-3.83124116,-3.15793918,-0.0,0.0,0.0,-3.6545113,-3.86535644,-3.21018754,-0.0,0.0,0.0,-0.28148589,-0.31206287,-0.24555009,-0.0,0.0,0.0,-0.32113799,-0.35634011,-0.27973079,-0.0,0.0,0.0,-0.17464971,-0.18462239,-0.15073182,-0.0,0.0,0.0,0.51793858,0.81093622,0.42877688,0.0,-0.0,-0.0,0.27146268,0.88059181,0.23739039,-0.0,-0.0,-0.0
HH118,OF2,3.00583937,4.49806385,3.47592541,-0.0,0.0,0.0,1.49100338,3.0449422,2.02357334,-0.0,0.0,0.0,1.51483599,1.45312165,1.45235207,-0.0,0.0,0.0,-1.81167014,-1.67487491,-1.61672994,0.0,-0.0,-0.0,-1.33623852,-1.33699445,-1.32594425,0.0,-0.0,-0.0,-1.36895894,-1.31146357,-1.33222766,0.0,-0.0,-0.0,-0.08821937,-0.09405354,-0.09070975,0.0,-0.0,-0.0,-0.09929075,-0.10610563,-0.10225535,0.0,-0.0,-0.0,-0.05072442,-0.05775007,-0.05469381,0.0,0.0,-0.0,0.45507679,0.32099111,0.22186932,-0.0,0.0,0.0,0.24566274,0.36058977,0.15032906,-0.0,0.0,0.0
HH118,P,8.29973816,8.29973816,8.29973816,-0.0,-0.0,0.0,3.98490714,3.98490713,3.98490713,-0.0,0.0,0.0,4.31483103,4.31483102,4.31483102,-0.0,-0.0,0.0,-4.65659652,-4.65659651,-4.65659651,0.0,0.0,-0.0,-3.89519035,-3.89519035,-3.89519035,0.0,0.0,-0.0,-3.96361094,-3.96361094,-3.96361094,0.0,0.0,-0.0,-0.30994323,-0.30994323,-0.30994323,0.0,0.0,-0.0,-0.34754288,-0.34754288,-0.34754288,0.0,0.0,-0.0,-0.18773437,-0.18773437,-0.18773437,-0.0,0.0,-0.0,-0.10165139,-0.10165139,-0.10165139,-0.0,-0.0,0.0,0.10780895,0.10780895,0.10780895,-0.0,0.0,0.0
HH118,P2,10.61059451,10.61059451,16.01363696,0.0,0.0,-0.0,6.0847004,6.0847004,10.38707881,0.0,0.0,-0.0,4.52589411,4.52589411,5.62655815,0.0,0.0,0.0,-4.43742576,-4.43742576,-5.68895811,-0.0,-0.0,-0.0,-4.13448265,-4.13448265,-5.13126283,-0.0,-0.0,0.0,-4.17567128,-4.17567128,-5.14770972,-0.0,-0.0,0.0,-0.39615713,-0.39615713,-0.47917133,-0.0,-0.0,0.0,-0.45972247,-0.45972247,-0.55519517,0.0,-0.0,0.0,-0.2639769,-0.2639769,-0.32892235,-0.0,-0.0,0.0,-0.44518353,-0.44518353,-0.42774814,0.0,-0.0,0.0,-0.13257053,-0.13257053,-0.06206616,0.0,-0.0,0.0
HH118,P2H4,12.21968475,17.62951785,12.78009371,-0.302399835,0.0,0.0,7.56578733,10.99765742,7.60997991,0.18227254,0.0,0.0,4.65389741,6.63186043,5.1701138,-0.48467238,0.0,0.0,-4.96475199,-7.2328346,-5.52385969,0.48510182,0.0,-0.0,-4.04937295,-5.77965497,-4.50000441,0.440773365,-0.0,-0.0,-4.28138715,-6.03278335,-4.74361757,0.435692215,-0.0,-0.0,-0.3766085,-0.54429253,-0.42348813,0.043537364999999995,0.0,0.0,-0.43466637,-0.62946053,-0.4895185,0.050936705,0.0,0.0,-0.212118,-0.32061113,-0.24303829,0.03578592,0.0,0.0,0.24555234,0.42999149,0.28262307,-0.005262515,-0.0,0.0,0.21567484,0.43720439,0.24505803,0.00746432,0.0,0.0
HH118,PH,8.39559476,8.39559476,7.98953804,-0.0,-0.0,2.34e-06,4.12977215,4.12977215,4.54820521,-0.0,-0.0,2.08e-06,4.26582261,4.26582261,3.44133283,-0.0,-0.0,2.6e-07,-4.56499229,-4.56499229,-3.71804703,0.0,0.0,5.5e-07,-3.81637898,-3.81637897,-3.04331509,0.0,0.0,-8.4e-07,-3.92517196,-3.92517196,-3.17738259,0.0,0.0,-4.2e-07,-0.3093096,-0.3093096,-0.25352354,-0.0,0.0,3e-08,-0.3504677,-0.3504677,-0.2939895,-0.0,0.0,-9e-08,-0.19113572,-0.19113572,-0.13665422,0.0,0.0,2e-08,0.04368622,0.04368622,0.09539306,-0.0,-0.0,-7.7e-07,0.08999901,0.08999901,0.10763771,0.0,-0.0,-1.64e-06
HH118,PH2,8.54763485,7.54647706,8.45608389,-0.0,-0.0,-8.28e-06,4.25715018,4.5543458,4.67983233,-0.0,-0.0,-3.99e-06,4.29048467,2.99213126,3.77625156,-0.0,-0.0,-4.3e-06,-4.55363668,-3.19950128,-4.06878449,0.0,0.0,3.02e-06,-3.79930013,-2.62647294,-3.29353589,-0.0,0.0,4.41e-06,-3.94789785,-2.76859737,-3.46826077,0.0,0.0,3.79e-06,-0.32274099,-0.22601268,-0.29933901,0.0,0.0,6.4e-07,-0.36858738,-0.26115419,-0.34662843,-0.0,0.0,8.2e-07,-0.20159623,-0.12235426,-0.16794042,-0.0,-0.0,5.8e-07,0.13059321,0.10218826,0.15603018,-0.0,0.0,2.44e-06,0.0848321,0.0914202,0.13446871,-0.0,0.0,2.18e-06
HH118,PH2OH,8.85916307,9.0463135,8.80963333,0.168894955,0.16142589499999999,0.54709442,5.04781357,5.08603396,5.02759491,-0.20523677,-0.19616752,0.22338284,3.81134949,3.96027954,3.78203842,0.37413172,0.35759342,0.32371157,-4.20332111,-4.49045938,-4.1703248,-0.360462395,-0.34452546,-0.36431087500000003,-3.31327319,-3.4557195,-3.28835093,-0.329215025,-0.31465730000000003,-0.275146455,-3.47128422,-3.57762825,-3.44525641,-0.34428618499999997,-0.329061525,-0.28735763,-0.29876751,-0.29729066,-0.29596619,-0.034929355,-0.033384725000000004,-0.03093523,-0.34434915,-0.34161596,-0.34106416,-0.040948105,-0.039137295,-0.03627788,-0.17395106,-0.17904314,-0.17226902,-0.024733329999999998,-0.02363967,-0.01858321,0.3733072,0.71357328,0.3722156,-0.05981492,-0.057168495,0.01201095,0.25601094,0.41019314,0.25428013,-0.031395805,-0.030006905,0.01908037
HH118,PH3,7.39917727,7.39919297,9.09922595,-0.0,3.495e-06,0.0,4.53718909,4.53729989,4.81512444,-0.0,6.402e-05,0.0,2.86198817,2.86189308,4.28410152,-0.0,-6.0525e-05,0.0,-3.05265544,-3.05256888,-4.60990101,0.0,2.838e-05,-0.0,-2.48142529,-2.48134578,-3.7024561,0.0,3.689e-05,-0.0,-2.64181521,-2.64174246,-3.92102158,0.0,2.3250000000000003e-05,-0.0,-0.22884226,-0.22883546,-0.35680899,0.0,3.57e-06,-0.0,-0.26397246,-0.26396348,-0.41354745,0.0,5.3e-06,-0.0,-0.12428733,-0.12428269,-0.20267714,0.0,3.56e-06,-0.0,0.09614606,0.09609434,0.19651038,-0.0,-4.182e-05,0.0,0.10205802,0.10204483,0.17738593,-0.0,-6.8e-06,0.0
HH118,PH3O,7.13970409,7.13980932,8.4153411,0.0,0.0,-0.00012004,4.20917278,4.20926044,5.01867616,0.0,0.0,-6.801e-05,2.9305313,2.93054888,3.39666494,0.0,0.0,-5.203e-05,-3.37155474,-3.37155387,-4.17147153,-0.0,-0.0,6.637e-05,-2.512025,-2.51202131,-2.87492918,-0.0,-0.0,4.3274999999999995e-05,-2.65575157,-2.6557481,-3.01422625,-0.0,-0.0,4.3895e-05,-0.21650665,-0.21650867,-0.24272693,-0.0,0.0,4.19e-06,-0.24778242,-0.24778499,-0.27754622,-0.0,0.0,4.83e-06,-0.11856279,-0.11856406,-0.1350062,-0.0,-0.0,3.11e-06,0.57962148,0.57961295,1.29503006,0.0,0.0,-2.6245e-05,0.30981003,0.30980798,0.66497594,0.0,0.0,-1.0775000000000001e-05
HH118,S2,8.72834115,8.72833995,13.09667547,-0.0,0.0,0.0,4.76176747,4.76176747,8.79108779,-0.0,0.0,0.0,3.96657368,3.96657248,4.30558768,0.0,0.0,0.0,-4.16908868,-4.16908724,-3.92764919,0.0,-0.0,-0.0,-3.58591944,-3.58591854,-3.92920955,0.0,-0.0,-0.0,-3.6376654,-3.63766445,-3.9026516,0.0,-0.0,-0.0,-0.30527461,-0.30527445,-0.47525702,0.0,-0.0,0.0,-0.34985532,-0.34985512,-0.54485297,0.0,-0.0,0.0,-0.19788864,-0.19788851,-0.36084844,0.0,-0.0,0.0,0.30228942,0.30228904,-0.40689562,-0.0,-0.0,0.0,0.04285064,0.04285049,-0.54071575,0.0,0.0,0.0
HH118,S2H2,10.22602764,13.49963615,10.22163524,0.162844715,-0.0,0.0,5.83187167,8.53255211,5.80260558,0.34324588,-0.0,0.0,4.39415596,4.96708404,4.41902966,-0.18040117,-0.0,0.0,-4.76208822,-5.46990572,-4.78725524,0.14592908999999998,0.0,-0.0,-3.88710402,-4.40427406,-3.91015201,0.17674709500000002,0.0,-0.0,-4.00560492,-4.5154216,-4.02755963,0.169399395,0.0,-0.0,-0.3457615,-0.38001383,-0.34817759,0.01541989,0.0,-0.0,-0.39811961,-0.43700063,-0.40092773,0.01782752,0.0,-0.0,-0.21120518,-0.23039459,-0.21326273,0.01447904,0.0,-0.0,0.3880964,0.41241066,0.38872418,0.022884985,-0.0,-0.0,0.21787221,0.35634508,0.21537939,0.035170965,-0.0,-0.0
HH118,SCl2,10.54198981,15.77445335,11.99245664,0.0,0.0,-0.0,5.75844266,10.34628029,7.21689803,0.0,0.0,-0.0,4.78354716,5.42817306,4.77555862,0.0,0.0,-0.0,-5.25234683,-6.38922646,-5.18255188,-0.0,-0.0,0.0,-4.2734304,-4.76388866,-4.29671904,-0.0,-0.0,0.0,-4.36087838,-4.87870336,-4.36893023,-0.0,-0.0,0.0,-0.34775151,-0.3776367,-0.34720956,-0.0,-0.0,0.0,-0.39791445,-0.43112058,-0.39711374,-0.0,-0.0,0.0,-0.21698223,-0.21561502,-0.21509095,-0.0,-0.0,0.0,0.53782636,1.0891583,0.43684172,0.0,0.0,-0.0,0.28539596,0.77654805,0.28966507,0.0,0.0,-0.0
HH118,SF2,7.44952344,6.3527442,6.37335203,-0.0,0.0,-0.0,3.37641755,3.89336836,3.55416987,-0.0,0.0,-0.0,4.07310589,2.45937584,2.81918216,-0.0,0.0,-0.0,-4.55872538,-2.91232371,-3.23145134,0.0,-0.0,0.0,-3.62489178,-2.18162434,-2.5182221,0.0,-0.0,0.0,-3.68758698,-2.21582382,-2.5487109,0.0,-0.0,0.0,-0.28958084,-0.15573862,-0.18811693,0.0,0.0,0.0,-0.33150935,-0.17630511,-0.2139907,0.0,0.0,0.0,-0.18924568,-0.09076847,-0.11815321,0.0,0.0,0.0,0.49761446,0.68033707,0.56948258,0.0,0.0,-0.0,0.263631,0.36698154,0.30497775,0.0,0.0,-0.0
HH118,SH2,8.08268367,6.04064029,6.41157943,0.0,-0.0,0.0,3.8559692,3.69462293,3.69805045,0.0,-0.0,-0.0,4.22671447,2.34601736,2.71352898,0.0,-0.0,0.0,-4.58290148,-2.52561001,-2.94688565,-0.0,0.0,-0.0,-3.72927578,-2.06995345,-2.38483218,-0.0,0.0,-0.0,-3.82964388,-2.15237455,-2.48075379,-0.0,0.0,-0.0,-0.34724767,-0.18408411,-0.21282973,-0.0,0.0,-0.0,-0.40202938,-0.21194669,-0.24508062,-0.0,0.0,-0.0,-0.21985261,-0.10536311,-0.12432245,-0.0,0.0,-0.0,0.30033072,0.12879125,0.17925223,0.0,-0.0,-0.0,0.11459107,0.08462846,0.10970284,0.0,-0.0,-0.0
